Categories,Key,Item Type,Publication Year,Author,Title,Journal,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
Cell Dynamics,SK4CNAAT,journalArticle,2003,"Rives, A. W.; Galitski, T.",Modular organization of cellular networks,Proceedings of the National Academy of Sciences,,,http://dx.doi.org/10.1073/pnas.0237338100,,We investigated the organization of interacting proteins and protein complexes into networks of modules. A network-clustering method was developed to identify modules. This method of network-structure determination was validated by clustering known signaling-protein modules and by identifying module rudiments in exclusively high-throughput protein-interaction data with high error frequencies and low coverage. The signaling network controlling the yeast developmental transition to a filamentous form was clustered. Abstraction of a modular network-structure model identified module-organizer proteins and module-connector proteins. The functions of these proteins suggest that they are important for module function and intermodule communication.,2/4/03,9/14/15 19:01,2/9/16 0:19,,1128-33,,3,100,,,,,,,,,,,,,,,,,,,,,*Cell Communication; *Signal Transduction; Cluster Analysis; Databases as Topic; Fungal Proteins/*metabolism; Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4 Medicine,SMSM3I7K,journalArticle,2000,"Cameron, R. A.; Mahairas, G.; Rast, J. P.; Martinez, P.; Biondi, T. R.; Swartzell, S.; Wallace, J. C.; Poustka, A. J.; Livingston, B. T.; Wray, G. A.; Ettensohn, C. A.; Lehrach, H.; Britten, R. J.; Davidson, E. H.; Hood, L.","A sea urchin genome project: sequence scan, virtual map, and additional resources",Proceedings of the National Academy of Sciences,,,http://dx.doi.org/10.1073/pnas.160261897,,"Results of a first-stage Sea Urchin Genome Project are summarized here. The species chosen was Strongylocentrotus purpuratus, a research model of major importance in developmental and molecular biology. A virtual map of the genome was constructed by sequencing the ends of 76,020 bacterial artificial chromosome (BAC) recombinants (average length, 125 kb). The BAC-end sequence tag connectors (STCs) occur an average of 10 kb apart, and, together with restriction digest patterns recorded for the same BAC clones, they provide immediate access to contigs of several hundred kilobases surrounding any gene of interest. The STCs survey >5% of the genome and provide the estimate that this genome contains approximately 27,350 protein-coding genes. The frequency distribution and canonical sequences of all middle and highly repetitive sequence families in the genome were obtained from the STCs as well. The 500-kb Hox gene complex of this species is being sequenced in its entirety. In addition, arrayed cDNA libraries of >10(5) clones each were constructed from every major stage of embryogenesis, several individual cell types, and adult tissues and are available to the community. The accumulated STC data and an expanding expressed sequence tag database (at present including >12, 000 sequences) have been reported to GenBank and are accessible on public web sites.",8/15/00,9/14/15 19:01,2/9/16 0:19,,9514-8,,17,97,,,,,,,,,,,,,,,,,,,,,Aging/genetics; Animals; Cloning; Complementary/genetics; Contig Mapping; Databases; Developmental; DNA; Expressed Sequence Tags; Factual; Gene Expression Regulation; Genes; Genome; Homeobox/genetics; Internet; Molecular; Molecular Sequence Data; Multigene Family/genetics; Nucleic Acid/genetics; Oligonucleotide Array Sequence Analysis; Physical Chromosome Mapping; Repetitive Sequences; Sea Urchins/cytology/embryology/ genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computational Biology,SNBMDZTN,journalArticle,2013,"Sadot, A.; Sarbu, S.; Kesseli, J.; Amir-Kroll, H.; Zhang, W.; Nykter, M.; Shmulevich, I.",Information-theoretic analysis of the dynamics of an executable biological model,PLOS One,,,http://dx.doi.org/10.1371/journal.pone.0059303,,"To facilitate analysis and understanding of biological systems, large-scale data are often integrated into models using a variety of mathematical and computational approaches. Such models describe the dynamics of the biological system and can be used to study the changes in the state of the system over time. For many model classes, such as discrete or continuous dynamical systems, there exist appropriate frameworks and tools for analyzing system dynamics. However, the heterogeneous information that encodes and bridges molecular and cellular dynamics, inherent to fine-grained molecular simulation models, presents significant challenges to the study of system dynamics. In this paper, we present an algorithmic information theory based approach for the analysis and interpretation of the dynamics of such executable models of biological systems. We apply a normalized compression distance (NCD) analysis to the state representations of a model that simulates the immune decision making and immune cell behavior. We show that this analysis successfully captures the essential information in the dynamics of the system, which results from a variety of events including proliferation, differentiation, or perturbations such as gene knock-outs. We demonstrate that this approach can be used for the analysis of executable models, regardless of the modeling framework, and for making experimentally quantifiable predictions.",2013,9/14/15 19:04,2/9/16 0:19,,e59303,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4 Medicine,SNRFBINC,journalArticle,2005,"Rowen, L.; Williams, E.; Glusman, G.; Linardopoulou, E.; Friedman, C.; Ahearn, M. E.; Seto, J.; Boysen, C.; Qin, S.; Wang, K.; Kaur, A.; Bloom, S.; Hood, L.; Trask, B. J.","Interchromosomal segmental duplications explain the unusual structure of PRSS3, the gene for an inhibitor-resistant trypsinogen",Molecular Biology and Evolution,,,http://dx.doi.org/10.1093/molbev/msi166,,"Homo sapiens possess several trypsinogen or trypsinogen-like genes of which three (PRSS1, PRSS2, and PRSS3) produce functional trypsins in the digestive tract. PRSS1 and PRSS2 are located on chromosome 7q35, while PRSS3 is found on chromosome 9p13. Here, we report a variation of the theme of new gene creation by duplication: the PRSS3 gene was formed by segmental duplications originating from chromosomes 7q35 and 11q24. As a result, PRSS3 transcripts display two variants of exon 1. The PRSS3 transcript whose gene organization most resembles PRSS1 and PRSS2 encodes a functional protein originally named mesotrypsinogen. The other variant is a fusion transcript, called trypsinogen IV. We show that the first exon of trypsinogen IV is derived from the noncoding first exon of LOC120224, a chromosome 11 gene. LOC120224 codes for a widely conserved transmembrane protein of unknown function. Comparative analyses suggest that these interchromosomal duplications occurred after the divergence of Old World monkeys and hominids. PRSS3 transcripts consist of a mixed population of mRNAs, some expressed in the pancreas and encoding an apparently functional trypsinogen and others of unknown function expressed in brain and a variety of other tissues. Analysis of the selection pressures acting on the trypsinogen gene family shows that, while the apparently functional genes are under mild to strong purifying selection overall, a few residues appear under positive selection. These residues could be involved in interactions with inhibitors.",2005-08,9/14/15 19:02,2/9/16 0:19,,1712-20,,8,22,,,,,,,,,,,,,,,,,,,,,Chromosomes; Evolution; Exons/ genetics; Genetic; Human/ genetics; Humans; Molecular; Quantitative Trait Loci/ genetics; Selection; Trypsin/ genetics; Trypsin Inhibitors/ genetics; Trypsinogen/ genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Computational Biology, Cell Dynamics",SQCWH2PJ,journalArticle,2012,"Ho, Hsiu J.; Lin, Tsung I.; Chang, Hannah H.; Haase, Steven B.; Huang, S.; Pyne, Saumyadipta",Parametric modeling of cellular state transitions as measured with flow cytometry.,BMC Bioinformatics,,1471-2105,http://dx.doi.org/10.1186/1471-2105-13-S5-S5,,"<b>BACKGROUND: </b>Gradual or sudden transitions among different states as exhibited by cell populations in a biological sample under particular conditions or stimuli can be detected and profiled by flow cytometric time course data. Often such temporal profiles contain features due to transient states that present unique modeling challenges. These could range from asymmetric non-Gaussian distributions to outliers and tail subpopulations, which need to be modeled with precision and rigor. <b>RESULTS: </b>To ensure precision and rigor, we propose a parametric modeling framework StateProfiler based on finite mixtures of skew t-Normal distributions that are robust against non-Gaussian features caused by asymmetry and outliers in data. Further, we present in StateProfiler a new greedy EM algorithm for fast and optimal model selection. The parsimonious approach of our greedy algorithm allows us to detect the genuine dynamic variation in the key features as and when they appear in time course data. We also present a procedure to construct a well-fitted profile by merging any redundant model components in a way that minimizes change in entropy of the resulting model. This allows precise profiling of unusually shaped distributions and less well-separated features that may appear due to cellular heterogeneity even within clonal populations. <b>CONCLUSIONS: </b>By modeling flow cytometric data measured over time course and marker space with StateProfiler, specific parametric characteristics of cellular states can be identified. The parameters are then tested statistically for learning global and local patterns of spatio-temporal change. We applied StateProfiler to identify the temporal features of yeast cell cycle progression based on knockout of S-phase triggering cyclins Clb5 and Clb6, and then compared the S-phase delay phenotypes due to differential regulation of the two cyclins. We also used StateProfiler to construct the temporal profile of clonal divergence underlying lineage selection in mammalian hematopoietic progenitor cells.",2012,9/14/15 19:04,2/9/16 0:19,,S5,,,13 Suppl 5,,,,,,,,,,,,,,,,,,,,,Algorithms; Cell Cycle; Cyclin B; Flow Cytometry; Normal Distribution; Saccharomyces cerevisiae; Saccharomyces cerevisiae Proteins; S Phase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4 Medicine,SQPTI79G,journalArticle,2004,"He, X. C.; Zhang, J.; Tong, W. G.; Tawfik, O.; Ross, J.; Scoville, D. H.; Tian, Q.; Zeng, X.; He, X.; Wiedemann, L. M.; Mishina, Y.; Li, L.",BMP signaling inhibits intestinal stem cell self-renewal through suppression of Wnt-beta-catenin signaling,Nature Genetics,,,http://dx.doi.org/10.1038/ng1430,,"In humans, mutations in BMPR1A, SMAD4 and PTEN are responsible for juvenile polyposis syndrome, juvenile intestinal polyposis and Cowden disease, respectively. The development of polyposis is a common feature of these diseases, suggesting that there is an association between BMP and PTEN pathways. The mechanistic link between BMP and PTEN pathways and the related etiology of juvenile polyposis is unresolved. Here we show that conditional inactivation of Bmpr1a in mice disturbs homeostasis of intestinal epithelial regeneration with an expansion of the stem and progenitor cell populations, eventually leading to intestinal polyposis resembling human juvenile polyposis syndrome. We show that BMP signaling suppresses Wnt signaling to ensure a balanced control of stem cell self-renewal. Mechanistically, PTEN, through phosphatidylinosital-3 kinase-Akt, mediates the convergence of the BMP and Wnt pathways on control of beta-catenin. Thus, BMP signaling may control the duplication of intestinal stem cells, thereby preventing crypt fission and the subsequent increase in crypt number.",2004-10,9/14/15 19:02,2/9/16 0:19,,1117-21,,10,36,,,,,,,,,,,,,,,,,,,,,Adenomatous Polyposis Coli/etiology/genetics; Animal; Animals; beta Catenin; Bone Morphogenetic Protein Receptors; Bone Morphogenetic Proteins/*physiology; Cytoskeletal Proteins/*physiology; Disease Models; Epithelial Cells/pathology; Growth Factor/genetics/physiology; Humans; Inbred C57BL; Intestines/*cytology; Mice; Mutant Strains; Protein-Serine-Threonine Kinases/genetics/physiology; Protein Tyrosine Phosphatases/physiology; Proto-Oncogene Proteins c-akt; Proto-Oncogene Proteins/*physiology; PTEN Phosphohydrolase; Receptors; Signal Transduction; Stem Cells/cytology; Trans-Activators/*physiology; Transgenic; Tumor Suppressor Proteins/physiology; Type I; Wnt Proteins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environment,SS8NSW6G,journalArticle,2002,"Underhill, D. M.; Ozinsky, A.",Phagocytosis of microbes: complexity in action,Annual Review of Immunology,,,http://dx.doi.org/10.1146/annurev.immunol.20.103001.114744,,"The phagocytic response of innate immune cells such as macrophages is defined by the activation of complex signaling networks that are stimulated by microbial contact. Many individual proteins have been demonstrated to participate in phagocytosis, and the application of high-throughput tools has indicated that many more remain to be described. In this review, we examine this complexity and describe how during recognition, multiple receptors are simultaneously engaged to mediate internalization, activate microbial killing, and induce the production of inflammatory cytokines and chemokines. Many signaling molecules perform multiple functions during phagocytosis, and these molecules are likely to be key regulators of the process. Indeed, pathogenic microorganisms target many of these molecules in their attempts to evade destruction.",2002,9/14/15 19:01,2/9/16 0:19,,825-52,,,20,,,,,,,,,,,,,,,,,,,,,*Membrane Proteins; *Phagocytosis; *Receptors; Animals; Chemokines/biosynthesis; Class B; Complement/metabolism; Cytokines/biosynthesis; Humans; IgG/metabolism; Immunity; Immunological; Immunologic/metabolism; Inflammation/immunology; Innate; Lipoprotein; microbiology; Models; Phagocytes/immunology/microbiology; Receptors; Scavenger; Scavenger Receptors; Signal Transduction; Superoxides/metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4 Medicine,SVMEFN3Z,journalArticle,2008,"Hood, L.",Gene regulatory networks and embryonic specification,Proceedings of the National Academy of Sciences,,,http://dx.doi.org/10.1073/pnas.0801434105,,,4/22/08,9/14/15 19:03,2/9/16 0:19,,5951-2,,16,105,,,,,,,,,,,,,,,,,,,,,Animals; Gene Regulatory Networks; Strongylocentrotus purpuratus/cytology/ genetics/ growth & development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4 Medicine,SX7GCS2Q,journalArticle,2013,"Cromie, G. A.; Hyma, K. E.; Ludlow, C. L.; Garmendia-Torres, C.; Gilbert, T. L.; May, P.; Huang, A. A.; Dudley, A. M.; Fay, J. C.",Genomic Sequence Diversity and Population Structure of Saccharomyces cerevisiae Assessed by RAD-seq,G3 (Bethesda),,,http://dx.doi.org/10.1534/g3.113.007492,,"The budding yeast Saccharomyces cerevisiae is important for human food production and as a model organism for biological research. The genetic diversity contained in the global population of yeast strains represents a valuable resource for a number of fields, including genetics, bioengineering, and studies of evolution and population structure. Here, we apply a multiplexed, reduced genome sequencing strategy (restriction site-associated sequencing or RAD-seq) to genotype a large collection of S. cerevisiae strains isolated from a wide range of geographical locations and environmental niches. The method permits the sequencing of the same 1% of all genomes, producing a multiple sequence alignment of 116,880 bases across 262 strains. We find diversity among these strains is principally organized by geography, with European, North American, Asian, and African/S. E. Asian populations defining the major axes of genetic variation. At a finer scale, small groups of strains from cacao, olives, and sake are defined by unique variants not present in other strains. One population, containing strains from a variety of fermentations, exhibits high levels of heterozygosity and a mixture of alleles from European and Asian populations, indicating an admixed origin for this group. We propose a model of geographic differentiation followed by human-associated admixture, primarily between European and Asian populations and more recently between European and North American populations. The large collection of genotyped yeast strains characterized here will provide a useful resource for the broad community of yeast researchers.",2013,9/14/15 19:04,2/9/16 0:19,,2163-71,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computational Biology,SZ2RQNKX,journalArticle,2011,"Knijnenburg, T. A.; Lin, J.; Rovira, H.; Boyle, J.; Shmulevich, I.",EPEPT: A web service for enhanced P-value estimation in permutation tests,BMC Bioinformatics,,,http://dx.doi.org/10.1186/1471-2105-12-411,,"ABSTRACT: BACKGROUND: In computational biology, permutation tests have become a widely used tool to assess the statistical significance of an event under investigation. However, the common way of computing the P-value, which expresses the statistical significance, requires a very large number of permutations when small (and thus interesting) P-values are to be accurately estimated. This is computationally expensive and often infeasible. Recently, we proposed an alternative estimator, which requires far fewer permutations compared to the standard empirical approach while still reliably estimating small P-values. RESULTS: The proposed P-value estimator has been enriched with additional functionalities and is made available to the general community through a public website and web service, called EPEPT. This means that the EPEPT routines can be accessed not only via a website, but also programmatically using any programming language that can interact with the web. Examples of web service clients in multiple programming languages can be downloaded. Additionally, EPEPT accepts data of various common experiment types used in computational biology. For these experiment types EPEPT first computes the permutation values and then performs the P-value estimation. Finally, the source code of EPEPT can be downloaded. CONCLUSIONS: Different types of users, such as biologists, bioinformaticians and software engineers, can use the method in an appropriate and simple way. AVAILABILITY: http://informatics.systemsbiology.net/EPEPT/",10/24/11,9/14/15 19:04,2/9/16 0:19,,411,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,T32XJ4NE,journalArticle,2012,"Gold, E. S.; Ramsey, S. A.; Sartain, M. J.; Selinummi, J.; Podolsky, I.; Rodriguez, D. J.; Moritz, R. L.; Aderem, A.",ATF3 protects against atherosclerosis by suppressing 25-hydroxycholesterol-induced lipid body formation,The Journal of Experimental Medicine,,,http://dx.doi.org/10.1084/jem.20111202,,"Atherosclerosis is a chronic inflammatory disease characterized by the accumulation of lipid-loaded macrophages in the arterial wall. We demonstrate that macrophage lipid body formation can be induced by modified lipoproteins or by inflammatory Toll-like receptor agonists. We used an unbiased approach to study the overlap in these pathways to identify regulators that control foam cell formation and atherogenesis. An analysis method integrating epigenomic and transcriptomic datasets with a transcription factor (TF) binding site prediction algorithm suggested that the TF ATF3 may regulate macrophage foam cell formation. Indeed, we found that deletion of this TF results in increased lipid body accumulation, and that ATF3 directly regulates transcription of the gene encoding cholesterol 25-hydroxylase. We further showed that production of 25-hydroxycholesterol (25-HC) promotes macrophage foam cell formation. Finally, deletion of ATF3 in Apoe(-/-) mice led to in vivo increases in foam cell formation, aortic 25-HC levels, and disease progression. These results define a previously unknown role for ATF3 in controlling macrophage lipid metabolism and demonstrate that ATF3 is a key intersection point for lipid metabolic and inflammatory pathways in these cells.",4/9/12,9/14/15 19:04,2/9/16 0:19,,807-17,,4,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"P4 Medicine, Computational Biology",T46FWHZH,journalArticle,2010,"Eddy, James A.; Hood, Leroy; Price, Nathan D.; Geman, Donald",Identifying tightly regulated and variably expressed networks by Differential Rank Conservation (DIRAC).,PLOS Computational Biology,,,http://dx.doi.org/10.1371/journal.pcbi.1000792,,"A powerful way to separate signal from noise in biology is to convert the molecular data from individual genes or proteins into an analysis of comparative biological network behaviors. One of the limitations of previous network analyses is that they do not take into account the combinatorial nature of gene interactions within the network. We report here a new technique, Differential Rank Conservation (DIRAC), which permits one to assess these combinatorial interactions to quantify various biological pathways or networks in a comparative sense, and to determine how they change in different individuals experiencing the same disease process. This approach is based on the relative expression values of participating genes-i.e., the ordering of expression within network profiles. DIRAC provides quantitative measures of how network rankings differ either among networks for a selected phenotype or among phenotypes for a selected network. We examined disease phenotypes including cancers subtypes and neurological disorders and identified networks that are tightly regulated, as defined by high conservation of transcript ordering. Interestingly, we observed a strong trend to looser network regulation in more malignant phenotypes and later stages of disease. At a sample level, DIRAC can detect a change in ranking between phenotypes for any selected network. Variably expressed networks represent statistically robust differences between disease states and serve as signatures for accurate molecular classification, validating the information about expression patterns captured by DIRAC. Importantly, DIRAC can be applied not only to transcriptomic data, but to any ordinal data type.",2010-05,2/8/16 23:58,2/9/16 0:19,,,,5,6,,PLoS Comput Biol,,,,,,,,eng,,,,,,,,,,,"*Gene Regulatory Networks; Cluster Analysis; Computational Biology/*methods; Databases, Factual; Gene Expression Profiling/*methods; Humans; Neoplasms/genetics; Phenotype; Reproducibility of Results; Signal Transduction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell Dynamics,T5D68FRX,journalArticle,2010,"Sekedat, M. D.; Fenyo, D.; Rogers, R. S.; Tackett, A. J.; Aitchison, J. D.; Chait, B. T.",GINS motion reveals replication fork progression is remarkably uniform throughout the yeast genome,Molecular Systems Biology,,,http://dx.doi.org/10.1038/msb.2010.8,,"Previous studies have led to a picture wherein the replication of DNA progresses at variable rates over different parts of the budding yeast genome. These prior experiments, focused on production of nascent DNA, have been interpreted to imply that the dynamics of replication fork progression are strongly affected by local chromatin structure/architecture, and by interaction with machineries controlling transcription, repair and epigenetic maintenance. Here, we adopted a complementary approach for assaying replication dynamics using whole genome time-resolved chromatin immunoprecipitation combined with microarray analysis of the GINS complex, an integral member of the replication fork. Surprisingly, our data show that this complex progresses at highly uniform rates regardless of genomic location, revealing that replication fork dynamics in yeast is simpler and more uniform than previously envisaged. In addition, we show how the synergistic use of experiment and modeling leads to novel biological insights. In particular, a parsimonious model allowed us to accurately simulate fork movement throughout the genome and also revealed a subtle phenomenon, which we interpret as arising from low-frequency fork arrest.",2010,9/14/15 19:04,2/9/16 0:19,,353,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4 Medicine,T8ZEQUF9,journalArticle,2010,"Ng, S. B.; Buckingham, K. J.; Lee, C.; Bigham, A. W.; Tabor, H. K.; Dent, K. M.; Huff, C. D.; Shannon, P.; Jabs, E. W.; Nickerson, D. A.; Shendure, J.; Bamshad, M. J.",Exome sequencing identifies the cause of a mendelian disorder,Nature Genetics,,,http://dx.doi.org/10.1038/ng.499,,"We demonstrate the first successful application of exome sequencing to discover the gene for a rare mendelian disorder of unknown cause, Miller syndrome (MIM%263750). For four affected individuals in three independent kindreds, we captured and sequenced coding regions to a mean coverage of 40x and sufficient depth to call variants at approximately 97% of each targeted exome. Filtering against public SNP databases and eight HapMap exomes for genes with two previously unknown variants in each of the four individuals identified a single candidate gene, DHODH, which encodes a key enzyme in the pyrimidine de novo biosynthesis pathway. Sanger sequencing confirmed the presence of DHODH mutations in three additional families with Miller syndrome. Exome sequencing of a small number of unrelated affected individuals is a powerful, efficient strategy for identifying the genes underlying rare mendelian disorders and will likely transform the genetic analysis of monogenic traits.",2010-01,9/14/15 19:04,2/9/16 0:19,,30-5,,1,42,,,,,,,,,,,,,,,,,,,,,Abnormalities; Amino Acid; Amino Acid Sequence; DNA/*methods; Exons/*genetics; Family Health; Female; Genetic Predisposition to Disease; Humans; Male; Mandibulofacial Dysostosis/pathology; Molecular Sequence Data; Multiple/*genetics/pathology; Mutation; Open Reading Frames/genetics; Oxidoreductases Acting on CH-CH Group Donors/*genetics; Sequence Analysis; Sequence Homology; Syndrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4 Medicine,TAJBNXFZ,bookSection,2008,"Carter, G. W.; Thorsson, V.; Galitski, T.",Integrated Network Modeling of Molecular and Genetic Interactions,Sourcebook Of Models For Biomedical Research,978-1-58829-933-8 (PRINT) 978-1-59745-285-4 (ONLINE),,http://dx.doi.org/10.1007/978-1-59745-285-4_9,,"In model organisms, systematic genetic perturbation and high-throughput data acquisition allow measurements of mutant phenotypes and detection of biomolecular interactions on a genome-wide scale. These data types are complementary in the sense that genetic interactions inferred from gene expression and other phenotype measurements can assign functional significance to the physical interactions between biomolecules. This chapter describes methods for the analysis of large-scale phenotype and expression data that employ genetic interactions to infer functional relationships between genes. Functional information is then used to direct the integration of physical interaction data to derive network models of cellular activity. These models, obtained from functional relationships but constrained by biochemistry, facilitate explicit and precise prediction of the effects of additional network perturbations.",2008,9/14/15 19:03,2/9/16 0:19,,67-74,,,,,,,,,,,Humana Press,,,,,,,,,,The following values have no corresponding Zotero field:<br/>periodical: Sourcebook of Models for Biomedical Research,,,Genetic Interaction - Network - Genomics - Cell differentitaion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computational Biology,TAUBZKHM,journalArticle,2009,"Boyle, J.; Rovira, H.; Cavnor, C.; Burdick, D.; Killcoyne, S.; Shmulevich, I.",Adaptable data management for systems biology investigations,BMC Bioinformatics,,,http://dx.doi.org/10.1186/1471-2105-10-79,,"BACKGROUND: Within research each experiment is different, the focus changes and the data is generated from a continually evolving barrage of technologies. There is a continual introduction of new techniques whose usage ranges from in-house protocols through to high-throughput instrumentation. To support these requirements data management systems are needed that can be rapidly built and readily adapted for new usage. RESULTS: The adaptable data management system discussed is designed to support the seamless mining and analysis of biological experiment data that is commonly used in systems biology (e.g. ChIP-chip, gene expression, proteomics, imaging, flow cytometry). We use different content graphs to represent different views upon the data. These views are designed for different roles: equipment specific views are used to gather instrumentation information; data processing oriented views are provided to enable the rapid development of analysis applications; and research project specific views are used to organize information for individual research experiments. This management system allows for both the rapid introduction of new types of information and the evolution of the knowledge it represents. CONCLUSION: Data management is an important aspect of any research enterprise. It is the foundation on which most applications are built, and must be easily extended to serve new functionality for new scientific areas. We have found that adopting a three-tier architecture for data management, built around distributed standardized content repositories, allows us to rapidly develop new applications to support a diverse user community.",2009,9/14/15 19:03,2/9/16 0:19,,79,,,10,,,,,,,,,,,,,,,,,,,,,*Systems Biology; Computational Biology/*methods; Database Management Systems/*standards; Information Storage and Retrieval; User-Computer Interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4 Medicine,TB6D4758,journalArticle,2013,"Glusman, Gustavo; Caballero, Juan; Robinson, Max; Kutlu, Burak; Hood, Leroy",Optimal Scaling of Digital Transcriptomes,PLOS One,,,http://dx.doi.org/10.1371/journal.pone.0077885,http://dx.doi.org/10.1371/journal.pone.0077885,"Deep sequencing of transcriptomes has become an indispensable tool for biology, enabling expression levels for thousands of genes to be compared across multiple samples. Since transcript counts scale with sequencing depth, counts from different samples must be normalized to a common scale prior to comparison. We analyzed fifteen existing and novel algorithms for normalizing transcript counts, and evaluated the effectiveness of the resulting normalizations. For this purpose we defined two novel and mutually independent metrics: (1) the number of â€°Ã›Ãuniformâ€°Ã›Â genes (genes whose normalized expression levels have a sufficiently low coefficient of variation), and (2) low Spearman correlation between normalized expression profiles of gene pairs. We also define four novel algorithms, one of which explicitly maximizes the number of uniform genes, and compared the performance of all fifteen algorithms. The two most commonly used methods (scaling to a fixed total value, or equalizing the expression of certain â€°Ã›Ã·housekeepingâ€°Ã›Âª genes) yielded particularly poor results, surpassed even by normalization based on randomly selected gene sets. Conversely, seven of the algorithms approached what appears to be optimal normalization. Three of these algorithms rely on the identification of â€°Ã›Ãubiquitousâ€°Ã›Â genes: genes expressed in all the samples studied, but never at very high or very low levels. We demonstrate that these include a â€°Ã›Ãcoreâ€°Ã›Â of genes expressed in many tissues in a mutually consistent pattern, which is suitable for use as an internal normalization guide. The new methods yield robustly normalized expression values, which is a prerequisite for the identification of differentially expressed and tissue-specific genes as potential biomarkers.",11/6/13,2/5/16 22:16,2/9/16 17:54,2/5/16 22:16,e77885,,11,8,,PLoS ONE,,,,,,,,,,,,,PLoS Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,TDDESWQB,journalArticle,2011,"Martens, L.; Chambers, M.; Sturm, M.; Kessner, D.; Levander, F.; Shofstahl, J.; Tang, W. H.; Rompp, A.; Neumann, S.; Pizarro, A. D.; Montecchi-Palazzi, L.; Tasman, N.; Coleman, M.; Reisinger, F.; Souda, P.; Hermjakob, H.; Binz, P. A.; Deutsch, E. W.",mzML-a community standard for mass spectrometry data,Molecular & Cellular Proteomics,,,http://dx.doi.org/10.1074/mcp.R110.000133,,"Mass spectrometry is a fundamental tool for discovery and analysis in the life sciences. With the rapid advances in mass spectrometry technology and methods, it has become imperative to provide a standard output format for mass spectrometry data that will facilitate data sharing and analysis. Initially, the efforts to develop a standard format for mass spectrometry data resulted in multiple formats, each designed with a different underlying philosophy. To resolve the issues associated with having multiple formats, vendors, researchers, and software developers convened under the banner of the HUPO PSI to develop a single standard. The new data format incorporated many of the desirable technical attributes from the previous data formats, while adding a number of improvements, including features such as a controlled vocabulary with validation tools to ensure consistent usage of the format, improved support for selected reaction monitoring data, and immediately available implementations to facilitate rapid adoption by the community. The resulting standard data format, mzML, is a well tested open-source format for mass spectrometer output files that can be readily utilized by the community and easily adapted for incremental advances in mass spectrometry technology.",2011-01,9/14/15 19:04,2/9/16 0:19,,R110 000133,,1,10,,,,,,,,,,,,,,,,,,,,,Databases; Mass Spectrometry/*methods/*standards; Protein/*standards; Reference Standards; Reproducibility of Results; Software/*standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
