ID,Age,Gender,Primary Race,Secondary Race,Ethnicity,Rebuild Services
jwrm06301952j600w656,63,Male,Black or African American (HUD),,,Eye Glasses
jwrm06301952j600w656,63,Male,Black or African American (HUD),,,Other
jwrm06301952j600w656,63,Male,Black or African American (HUD),,,Phones
jwsm03281967j500w230,49,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Information
jwsm03281967j500w230,49,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Lunch
jwsm03281967j500w230,49,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Medical
jwsm03281967j500w230,49,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Other
jwsm03281967j500w230,49,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
jwsm03281967j500w230,49,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
jwsm03281967j500w230,49,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Visiting
jwsm03281967j500w230,49,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
jyum03051953j200y521,63,Male,,,,
jyum12311957j200y520,58,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
jzpm03111971j620z130,45,Male,White (HUD),Other,,Ids
kaaf01131962k650a352,54,Female,Black or African American (HUD),,,Other
kaaf01131962k650a352,54,Female,Black or African American (HUD),,,Phones
kaaf01131962k650a352,54,Female,Black or African American (HUD),,,Visiting
kadm01071959k500a536,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
kadm12131974k150a536,41,Male,,,,Phones
kakm06021971k400a325,44,Male,,,,Mail
kakm06021971k400a325,44,Male,,,,Medical
kakm06021971k400a325,44,Male,,,,Showers
kbaf11021992k635b630,23,Female,,,,Mail
kbim05161953k500b632,63,Male,,,,Birth Certificate
kbim05161953k500b632,63,Male,,,,Mail
kbim05161953k500b632,63,Male,,,,Phones
kbim05161953k500b632,63,Male,,,,Showers
kbim05161959k530b632,57,Male,American Indian or Alaska Native (HUD),American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Hygiene
kbim05161959k530b632,57,Male,American Indian or Alaska Native (HUD),American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Mail
kbim05161959k530b632,57,Male,American Indian or Alaska Native (HUD),American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Phones
kbim05161959k530b632,57,Male,American Indian or Alaska Native (HUD),American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kbim05161959k530b632,57,Male,American Indian or Alaska Native (HUD),American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Visiting
kbim05161959k530b632,57,Male,American Indian or Alaska Native (HUD),American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),
kbom09181962k150b650,53,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Groceries
kbrf07141987k530b600,28,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
kbrm08011978k530b616,37,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Medical
kbrm08011978k530b616,37,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
kbrm08011978k530b616,37,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kbrm08011978k530b616,37,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
kbrm08011978k530b616,37,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
kbrm08141957k300b626,58,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Other
kbrm08141957k300b626,58,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kbrm08141957k300b626,58,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
kbrm12211968k530b652,47,Male,,,Non-Hispanic/Non-Latino (HUD),Case Management
kbtf04101974k536b320,42,Female,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Ids
kcaf02131987k624c260,29,Female,,,,
kclm11271981k300c455,34,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
kcrm01091964k300c636,52,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kdnm12081991k530d500,24,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
kdnm12311961k530d520,54,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Other
kdnm12311961k530d520,54,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kdnm12311961k530d520,54,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
kdrm10291975k610d620,40,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
kdrm10291975k610d620,40,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kdrm10291975k610d620,40,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
kdvm10311981k400d160,34,Male,,,,
kdvm11201963k640d120,52,Male,,,,Prescription
kebm07261990k150e152,25,Male,,,,Showers
keef12201984k400e146,31,Female,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Ids
keef12201984k400e146,31,Female,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
keem06211954k530e310,61,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
keem06211954k530e310,61,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
kfom12071965k150f430,50,Male,,,,Staff Person
kfpf09251988k300f100,27,Female,,,,Showers
kfxf09251990k300f200,25,Female,,,,Showers
kgym12281964k530g450,51,Male,,,,Phones
kgym12281964k530g450,51,Male,,,,Showers
khbf08291961k000h163,54,Female,,,,Mail
khbf08291961k000h163,54,Female,,,,Showers
khbm08291961k640h163,54,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
khbm08291961k640h163,54,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
khbm08291961k640h163,54,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
khbm11301960k150h163,55,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
khgm07081983k300h220,32,Male,,,,Mail
khgm07081983k300h220,32,Male,,,,Showers
khgm07081983k530h220,32,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Legal
khgm07081983k530h220,32,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
khgm07081983k530h220,32,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
khgm07081983k530h220,32,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
khkm07241989k150h220,26,Male,,,,Showers
khlf08061989k650h420,26,Female,,,,Phones
khlm08211961k530h400,54,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Birth Certificate
khlm08211961k530h400,54,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Medical
khlm08211961k530h400,54,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Other
khlm08211961k530h400,54,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
khlm10181977k300h400,38,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
khlm11241955k300h400,60,Male,,,,Showers
khlm11241955k300h400,60,Male,,,,
khlm12291965k500h400,50,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
khlm12291965k500h400,50,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Other
khlm12291965k500h400,50,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
khlm12291965k500h400,50,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
khpm03031992k536h125,24,Male,,,,Other
khpm03031992k536h125,24,Male,,,,Showers
khpm09051973k150h160,42,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Case Management
khpm09051973k150h160,42,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
khrm07241991k150h630,24,Male,,,,Showers
khsm08071969k300h200,46,Male,,,,Phones
kiom10041963k150i236,52,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Groceries
kiom10041963k150i236,52,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
kiom10041963k150i236,52,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
kiom10041963k150i236,52,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kiom10041963k150i236,52,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
kjcm12131985k530j250,30,Male,,,,Showers
kjhm03061986k530j525,30,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Ids
kjhm10101979k630j525,36,Male,,,,
kjhm12151960k300j525,55,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
kjim07051984k563j520,31,Male,,,,
kjnm06181956k500j520,59,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
kjnm10301974k500j520,41,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
kjnm10301974k500j520,41,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
klmm11021955k300l516,60,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Groceries
klmm11021955k300l516,60,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
klmm11021955k300l516,60,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
klmm11021955k300l516,60,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Visiting
klmm11021955k300l516,60,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
klmm12111956k300l550,59,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Other
klmm12111956k300l550,59,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
kln 07031972k500l500,43,,,,,Case Management
kln 07031972k500l500,43,,,,,Ids
kln 07031972k500l500,43,,,,,Mail
kln 07031972k500l500,43,,,,,Phones
kln 07031972k500l500,43,,,,,Showers
kln 07031972k500l500,43,,,,,Staff Person
kln 07031972k500l500,43,,,,,
klnm07031972k530l500,43,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Mail
klnm07031972k530l500,43,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Phones
klnm07241991k150l540,24,Male,,,,Showers
kmbm12011958k150m140,57,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Notary
kmbm12011958k150m140,57,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Other
kmbm12011958k150m140,57,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),
kmbm12181958k150m140,57,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Other
kmbm12181958k150m140,57,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kmbm12181958k150m140,57,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
kmbm12181958k150m140,57,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Visiting
kmbm12181958k150m140,57,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
kmef10101968k345m246,47,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),Groceries
kmef10101968k345m246,47,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
km f08261989k420m200,26,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
kmff11251987k200m216,28,Female,,,,Legal
kmgm01281974k150m200,42,Male,,,,
kmkm05041958k150m200,58,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Food Stamps
kmkm05041958k150m200,58,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Mail
kmkm05041958k150m200,58,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Medical
kmkm05041958k150m200,58,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Phones
kmkm05041958k150m200,58,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kmkm05041958k150m200,58,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
kmkm05041958k150m200,58,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
kmlf06221992k400m425,23,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),Ids
kmlf06221992k400m425,23,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),Legal
kmlf06221992k400m425,23,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
kmlf06221992k400m425,23,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
kmlf06221992k400m425,23,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),
kmlm03291955k500m435,61,Male,,,,Financial Assistance
kmlm03291955k500m435,61,Male,,,,Groceries
kmlm03291955k500m435,61,Male,,,,Other
kmlm03291955k500m435,61,Male,,,,Staff Person
kmlm05201985k300m460,31,Male,,,,Showers
kmnm02131964k150m560,52,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Other
kmnm09041989k150m532,26,Male,,,,Showers
kmnm09041989k150m532,26,Male,,,,
kmrm06061988k530m650,27,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kmsm03311971k415m220,45,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
kmsm03311971k415m220,45,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
kmsm11131958k530m200,57,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
kmtm03161965k530m324,51,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kmtm06231961k150m324,54,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
kmtm06231961k150m324,54,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kmtm06231961k150m324,54,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
kmum09031973k150m160,42,Male,,,,Showers
kmyf03261963k650m200,53,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),Ids
kmyf03261963k650m200,53,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
kmyf03261963k650m200,53,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),
knwm00000000k500n350,,Male,,,,Showers
knwm12231969k500n350,46,Male,,,,Showers
kpif07281978k400p632,37,Female,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
krbm07231979k150r163,36,Male,,,,Ids
krbm12051958k300r163,57,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Ids
krbm12051958k300r163,57,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Visiting
krcm01021961k300r263,55,Male,,,,
krcm02031961k300r263,55,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Case Management
krcm02031961k300r263,55,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
krcm02031961k300r263,55,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Other
krcm02031961k300r263,55,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
krcm02031961k300r263,55,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
krcm02031961k300r263,55,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
krcm12271955k530r263,60,Male,,,,Groceries
krcm12271955k530r263,60,Male,,,,Mail
krcm12271955k530r263,60,Male,,,,Other
krcm12271955k530r263,60,Male,,,,Showers
krcm12271955k530r263,60,Male,,,,Staff Person
kref11281968k600r000,47,Female,,,,Showers
krim05161953k500r300,63,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Ids
ksaf04021957k500s400,59,Female,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
ksaf04021957k500s564,59,Female,,,,
ksam11061962k530s562,53,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Legal
ksam11061962k530s562,53,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Medical
ksam11061962k530s562,53,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Other
ksam11061962k530s562,53,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Phones
ksam11061962k530s562,53,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Prescription
ksam11061962k530s562,53,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
ksam11061962k530s562,53,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Visiting
ksam11061962k530s562,53,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
ksem02051971k364s163,45,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
ksif11101995k600s530,20,Female,,,,Showers
ksim05161975k150s530,41,Male,,,,Showers
ksim05311959k300s324,57,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
ksim12281961k530s540,54,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Medical
ksnm12191971k610s536,44,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Ids
ksnm12191971k610s536,44,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
ksnm12191971k610s536,44,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
ksnm12191971k610s536,44,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
ksom12111962k536s300,53,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
ksom12111962k536s300,53,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
ksom12161962k536s300,53,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Legal
ksom12161962k536s300,53,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
ksom12161962k536s300,53,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Notary
ksom12161962k536s300,53,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Other
ksom12161962k536s300,53,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
ksom12161962k536s300,53,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
ksrm09271963k300s635,52,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Case Management
ksym11301973k535s536,42,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
ktcm02231969k300t260,47,Male,,,,Groceries
ktcm02231969k300t260,47,Male,,,,Mail
ktcm02231969k300t260,47,Male,,,,Other
ktcm02231969k300t260,47,Male,,,,Visiting
ktof09271960k650t512,55,Female,,,,Financial Assistance
ktpm09051973k150t160,42,Male,,,,
kwbm00000000k150w100,,Male,,,,
kwbm03031969k500w123,47,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kwim08281961k632w300,54,Male,American Indian or Alaska Native (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
kwim08281961k632w300,54,Male,American Indian or Alaska Native (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
kwim08281961k632w300,54,Male,American Indian or Alaska Native (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
kwim08281961k632w300,54,Male,American Indian or Alaska Native (HUD),,Non-Hispanic/Non-Latino (HUD),
kwim11231972k150w600,43,Male,,,,Financial Assistance
kwim11231972k150w600,43,Male,,,,Groceries
kwim11231972k150w600,43,Male,,,,Other
kwim11231972k150w600,43,Male,,,,Staff Person
kwlf06271964k650w425,51,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Medical
kwlm04101979k300w400,37,Male,,,,
kwlm04101979k300w426,37,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kwlm05131969k415w420,47,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
kwlm07151961k415w452,54,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
kwlm07151961k415w452,54,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
kwlm07151961k415w452,54,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
kwlm09211958k150w452,57,Male,,,,
kwlm09231962k150w452,53,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Birth Certificate
kwlm09231962k150w452,53,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
kwlm09231962k150w452,53,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
kwlm10151965k415w452,50,Male,,,,Showers
kwlm11151951k400w452,64,Male,,,,
kwlm12071954k415w452,61,Male,,,,Showers
kwom04221965k100w361,51,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Phones
kwom04221965k100w361,51,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
kwrm01151961k415w630,55,Male,,,,
kwsf10281969k500w252,46,Female,,,,Case Management
kwsf10281969k500w252,46,Female,,,,
kwtm08031974k530w320,41,Male,White (HUD),American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Medical
kwtm08031974k530w320,41,Male,White (HUD),American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Other
kwtm08031974k530w320,41,Male,White (HUD),American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Phones
kwtm08031974k530w320,41,Male,White (HUD),American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
kwtm08031974k530w320,41,Male,White (HUD),American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Visiting
lagm06211973l652a426,42,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
laim03201976l620a252,40,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
lalm06231963l340a450,52,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
lalm06231963l340a450,52,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Medical
lalm06231963l340a450,52,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
lalm06231967l540a450,48,Male,,,,Phones
lanm06011975l600a653,41,Male,,,,Mail
lanm12041978l600a653,37,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
lanm12041978l600a653,37,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Other
lanm12041978l600a653,37,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
lbim08191989l563b623,26,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
lblm03151960l540b410,56,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Ids
lblm03151960l540b410,56,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Phones
lbnf03201954l640b534,62,Female,,,,Groceries
lbnm03251959l652b520,57,Male,,,,
lbom10241986l560b650,29,Male,,,,Showers
lbrm03201957l200b620,59,Male,,,,Ids
lbrm07101979l520b634,36,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Birth Certificate
lbsm12171959l536b236,56,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
lbsm12171959l536b236,56,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
lbsm12171959l536b236,56,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
lbym01011991l520b653,25,Male,,,,Phones
lbym03101960l600b650,56,Male,,,,Groceries
lcem05241959l600c236,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Ids
lcem05241959l600c236,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
lcem05241959l600c236,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
lcem05241959l600c236,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
lclm00000000l200c455,,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Case Management
lclm00000000l200c455,,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
lcnm08091948l600c564,67,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
lcof10261967l220c640,48,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Ids
lcof10261967l220c640,48,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
lcof10261967l220c640,48,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
lcof10261967l220c640,48,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Prescription
lcof10261967l220c640,48,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
lcof10261967l220c640,48,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Staff Person
lcof10261967l220c640,48,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
lcrf07191967l530c636,48,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Ids
lcrf07191967l530c636,48,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
lcrm05151958l000c636,58,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Groceries
lcrm09251961l600c656,54,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Mail
lcrm09251961l600c656,54,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Medical
lcrm09251961l600c656,54,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Other
lcrm09251961l600c656,54,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Phones
lcrm09251961l600c656,54,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Prescription
lcrm09251961l600c656,54,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
lcrm09251961l600c656,54,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Visiting
ldaf10271980l200d500,35,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
ldbm02101953l600d150,63,Male,,,,Groceries
